datetime,city,tmax_f,tmin_f,avg_temp_f,respondent,respondent-name,type,type-name,energy_consumption_mw,value-units
2025-07-15,seattle,37.6,34.39,36.0,SCL,Seattle City Light,D,Demand,1218,megawatthours
2025-07-16,seattle,38.19,35.4,36.8,SCL,Seattle City Light,D,Demand,1315,megawatthours
2025-07-17,seattle,37.4,34.39,35.89,SCL,Seattle City Light,D,Demand,1396,megawatthours
2025-07-18,seattle,35.8,34.39,35.09,SCL,Seattle City Light,D,Demand,1263,megawatthours
2025-07-19,seattle,35.8,34.3,35.05,SCL,Seattle City Light,D,Demand,1049,megawatthours
2025-07-20,seattle,35.29,33.91,34.6,SCL,Seattle City Light,D,Demand,971,megawatthours
2025-07-21,seattle,36.5,34.2,35.35,SCL,Seattle City Light,D,Demand,958,megawatthours
2025-07-22,seattle,36.61,34.5,35.55,SCL,Seattle City Light,D,Demand,1197,megawatthours
2025-07-23,seattle,37.09,34.5,35.8,SCL,Seattle City Light,D,Demand,1175,megawatthours
2025-07-24,seattle,36.39,34.3,35.34,SCL,Seattle City Light,D,Demand,1217,megawatthours
2025-07-25,seattle,35.91,34.3,35.1,SCL,Seattle City Light,D,Demand,1133,megawatthours
2025-07-26,seattle,35.91,34.11,35.01,SCL,Seattle City Light,D,Demand,1073,megawatthours
2025-07-27,seattle,36.39,34.3,35.34,SCL,Seattle City Light,D,Demand,957,megawatthours
2025-07-28,seattle,37.0,34.2,35.6,SCL,Seattle City Light,D,Demand,1017,megawatthours
2025-07-29,seattle,37.29,34.5,35.89,SCL,Seattle City Light,D,Demand,1191,megawatthours
2025-07-30,seattle,37.29,34.59,35.94,SCL,Seattle City Light,D,Demand,1228,megawatthours
2025-07-31,seattle,36.81,34.81,35.81,SCL,Seattle City Light,D,Demand,1239,megawatthours
2025-08-01,seattle,36.3,34.5,35.4,SCL,Seattle City Light,D,Demand,1180,megawatthours
2025-08-02,seattle,36.1,34.59,35.34,SCL,Seattle City Light,D,Demand,1197,megawatthours
2025-08-03,seattle,35.91,34.39,35.15,SCL,Seattle City Light,D,Demand,995,megawatthours
2025-08-04,seattle,35.91,34.59,35.25,SCL,Seattle City Light,D,Demand,999,megawatthours
2025-08-05,seattle,36.61,34.5,35.55,SCL,Seattle City Light,D,Demand,1125,megawatthours
2025-08-06,seattle,36.0,34.81,35.41,SCL,Seattle City Light,D,Demand,1167,megawatthours
2025-08-07,seattle,35.8,34.59,35.2,SCL,Seattle City Light,D,Demand,1096,megawatthours
2025-08-08,seattle,36.5,34.2,35.35,SCL,Seattle City Light,D,Demand,1011,megawatthours
2025-08-09,seattle,36.9,34.59,35.75,SCL,Seattle City Light,D,Demand,1127,megawatthours
