datetime,respondent,respondent-name,type,type-name,energy_consumption_mw,value-units
2025-08-20 08:00:00,PJM,"PJM Interconnection, LLC",D,Demand,87143,megawatthours
2025-08-20 07:00:00,PJM,"PJM Interconnection, LLC",D,Demand,88710,megawatthours
2025-08-20 06:00:00,PJM,"PJM Interconnection, LLC",D,Demand,91574,megawatthours
2025-08-20 05:00:00,PJM,"PJM Interconnection, LLC",D,Demand,95754,megawatthours
2025-08-20 04:00:00,PJM,"PJM Interconnection, LLC",D,Demand,100017,megawatthours
2025-08-20 03:00:00,PJM,"PJM Interconnection, LLC",D,Demand,104940,megawatthours
2025-08-20 02:00:00,PJM,"PJM Interconnection, LLC",D,Demand,111074,megawatthours
2025-08-20 01:00:00,PJM,"PJM Interconnection, LLC",D,Demand,114903,megawatthours
2025-08-20 00:00:00,PJM,"PJM Interconnection, LLC",D,Demand,117033,megawatthours
2025-08-19 23:00:00,PJM,"PJM Interconnection, LLC",D,Demand,120015,megawatthours
2025-08-19 22:00:00,PJM,"PJM Interconnection, LLC",D,Demand,121549,megawatthours
2025-08-19 21:00:00,PJM,"PJM Interconnection, LLC",D,Demand,121006,megawatthours
2025-08-19 20:00:00,PJM,"PJM Interconnection, LLC",D,Demand,119541,megawatthours
2025-08-19 19:00:00,PJM,"PJM Interconnection, LLC",D,Demand,117434,megawatthours
2025-08-19 18:00:00,PJM,"PJM Interconnection, LLC",D,Demand,115034,megawatthours
2025-08-19 17:00:00,PJM,"PJM Interconnection, LLC",D,Demand,111495,megawatthours
2025-08-19 16:00:00,PJM,"PJM Interconnection, LLC",D,Demand,108036,megawatthours
2025-08-19 15:00:00,PJM,"PJM Interconnection, LLC",D,Demand,104436,megawatthours
2025-08-19 14:00:00,PJM,"PJM Interconnection, LLC",D,Demand,101564,megawatthours
2025-08-19 13:00:00,PJM,"PJM Interconnection, LLC",D,Demand,99618,megawatthours
2025-08-19 12:00:00,PJM,"PJM Interconnection, LLC",D,Demand,97615,megawatthours
2025-08-19 11:00:00,PJM,"PJM Interconnection, LLC",D,Demand,93704,megawatthours
2025-08-19 10:00:00,PJM,"PJM Interconnection, LLC",D,Demand,88677,megawatthours
