datetime,respondent,respondent-name,type,type-name,energy_consumption_mw,value-units
2025-08-07 00:00:00,AZPS,Arizona Public Service Company,D,Demand,7941,megawatthours
2025-08-06 23:00:00,AZPS,Arizona Public Service Company,D,Demand,8018,megawatthours
2025-08-06 22:00:00,AZPS,Arizona Public Service Company,D,Demand,7761,megawatthours
2025-08-06 21:00:00,AZPS,Arizona Public Service Company,D,Demand,7454,megawatthours
2025-08-06 20:00:00,AZPS,Arizona Public Service Company,D,Demand,7081,megawatthours
2025-08-06 19:00:00,AZPS,Arizona Public Service Company,D,Demand,6785,megawatthours
2025-08-06 18:00:00,AZPS,Arizona Public Service Company,D,Demand,6374,megawatthours
2025-08-06 17:00:00,AZPS,Arizona Public Service Company,D,Demand,5961,megawatthours
2025-08-06 16:00:00,AZPS,Arizona Public Service Company,D,Demand,5608,megawatthours
2025-08-06 15:00:00,AZPS,Arizona Public Service Company,D,Demand,5470,megawatthours
2025-08-06 14:00:00,AZPS,Arizona Public Service Company,D,Demand,5392,megawatthours
2025-08-06 13:00:00,AZPS,Arizona Public Service Company,D,Demand,5482,megawatthours
2025-08-06 12:00:00,AZPS,Arizona Public Service Company,D,Demand,5446,megawatthours
2025-08-06 11:00:00,AZPS,Arizona Public Service Company,D,Demand,5483,megawatthours
2025-08-06 10:00:00,AZPS,Arizona Public Service Company,D,Demand,5587,megawatthours
2025-08-06 09:00:00,AZPS,Arizona Public Service Company,D,Demand,5786,megawatthours
2025-08-06 08:00:00,AZPS,Arizona Public Service Company,D,Demand,6155,megawatthours
2025-08-06 07:00:00,AZPS,Arizona Public Service Company,D,Demand,6558,megawatthours
2025-08-06 06:00:00,AZPS,Arizona Public Service Company,D,Demand,7153,megawatthours
2025-08-06 05:00:00,AZPS,Arizona Public Service Company,D,Demand,7160,megawatthours
2025-08-06 04:00:00,AZPS,Arizona Public Service Company,D,Demand,7531,megawatthours
2025-08-06 03:00:00,AZPS,Arizona Public Service Company,D,Demand,7748,megawatthours
2025-08-06 02:00:00,AZPS,Arizona Public Service Company,D,Demand,7716,megawatthours
2025-08-06 01:00:00,AZPS,Arizona Public Service Company,D,Demand,7969,megawatthours
2025-08-06 00:00:00,AZPS,Arizona Public Service Company,D,Demand,7734,megawatthours
2025-08-05 23:00:00,AZPS,Arizona Public Service Company,D,Demand,7661,megawatthours
2025-08-05 22:00:00,AZPS,Arizona Public Service Company,D,Demand,7317,megawatthours
2025-08-05 21:00:00,AZPS,Arizona Public Service Company,D,Demand,6826,megawatthours
2025-08-05 20:00:00,AZPS,Arizona Public Service Company,D,Demand,6662,megawatthours
2025-08-05 19:00:00,AZPS,Arizona Public Service Company,D,Demand,6281,megawatthours
2025-08-05 18:00:00,AZPS,Arizona Public Service Company,D,Demand,5841,megawatthours
2025-08-05 17:00:00,AZPS,Arizona Public Service Company,D,Demand,5612,megawatthours
2025-08-05 16:00:00,AZPS,Arizona Public Service Company,D,Demand,5167,megawatthours
2025-08-05 15:00:00,AZPS,Arizona Public Service Company,D,Demand,5076,megawatthours
2025-08-05 14:00:00,AZPS,Arizona Public Service Company,D,Demand,5150,megawatthours
2025-08-05 13:00:00,AZPS,Arizona Public Service Company,D,Demand,5117,megawatthours
2025-08-05 12:00:00,AZPS,Arizona Public Service Company,D,Demand,5043,megawatthours
2025-08-05 11:00:00,AZPS,Arizona Public Service Company,D,Demand,5120,megawatthours
2025-08-05 10:00:00,AZPS,Arizona Public Service Company,D,Demand,5316,megawatthours
2025-08-05 09:00:00,AZPS,Arizona Public Service Company,D,Demand,5559,megawatthours
2025-08-05 08:00:00,AZPS,Arizona Public Service Company,D,Demand,5854,megawatthours
2025-08-05 07:00:00,AZPS,Arizona Public Service Company,D,Demand,6338,megawatthours
2025-08-05 06:00:00,AZPS,Arizona Public Service Company,D,Demand,6668,megawatthours
2025-08-05 05:00:00,AZPS,Arizona Public Service Company,D,Demand,6968,megawatthours
2025-08-05 04:00:00,AZPS,Arizona Public Service Company,D,Demand,7488,megawatthours
2025-08-05 03:00:00,AZPS,Arizona Public Service Company,D,Demand,7806,megawatthours
2025-08-05 02:00:00,AZPS,Arizona Public Service Company,D,Demand,7867,megawatthours
2025-08-05 01:00:00,AZPS,Arizona Public Service Company,D,Demand,7732,megawatthours
2025-08-05 00:00:00,AZPS,Arizona Public Service Company,D,Demand,7317,megawatthours
2025-08-04 23:00:00,AZPS,Arizona Public Service Company,D,Demand,5980,megawatthours
2025-08-04 22:00:00,AZPS,Arizona Public Service Company,D,Demand,6959,megawatthours
2025-08-04 21:00:00,AZPS,Arizona Public Service Company,D,Demand,7050,megawatthours
2025-08-04 20:00:00,AZPS,Arizona Public Service Company,D,Demand,6956,megawatthours
2025-08-04 19:00:00,AZPS,Arizona Public Service Company,D,Demand,6973,megawatthours
2025-08-04 18:00:00,AZPS,Arizona Public Service Company,D,Demand,7066,megawatthours
2025-08-04 17:00:00,AZPS,Arizona Public Service Company,D,Demand,6861,megawatthours
2025-08-04 16:00:00,AZPS,Arizona Public Service Company,D,Demand,6481,megawatthours
2025-08-04 15:00:00,AZPS,Arizona Public Service Company,D,Demand,4932,megawatthours
2025-08-04 14:00:00,AZPS,Arizona Public Service Company,D,Demand,4833,megawatthours
2025-08-04 13:00:00,AZPS,Arizona Public Service Company,D,Demand,4794,megawatthours
2025-08-04 12:00:00,AZPS,Arizona Public Service Company,D,Demand,4807,megawatthours
2025-08-04 11:00:00,AZPS,Arizona Public Service Company,D,Demand,4930,megawatthours
2025-08-04 10:00:00,AZPS,Arizona Public Service Company,D,Demand,5108,megawatthours
2025-08-04 09:00:00,AZPS,Arizona Public Service Company,D,Demand,5226,megawatthours
2025-08-04 08:00:00,AZPS,Arizona Public Service Company,D,Demand,5454,megawatthours
2025-08-04 07:00:00,AZPS,Arizona Public Service Company,D,Demand,5755,megawatthours
2025-08-04 06:00:00,AZPS,Arizona Public Service Company,D,Demand,6220,megawatthours
2025-08-04 05:00:00,AZPS,Arizona Public Service Company,D,Demand,6347,megawatthours
2025-08-04 04:00:00,AZPS,Arizona Public Service Company,D,Demand,6797,megawatthours
2025-08-04 03:00:00,AZPS,Arizona Public Service Company,D,Demand,7203,megawatthours
2025-08-04 02:00:00,AZPS,Arizona Public Service Company,D,Demand,7707,megawatthours
2025-08-04 01:00:00,AZPS,Arizona Public Service Company,D,Demand,7673,megawatthours
2025-08-04 00:00:00,AZPS,Arizona Public Service Company,D,Demand,7140,megawatthours
